week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,13.4,16.3,51.8,11.7,11.0,68.5,20.0
2,29.5,11.5,39.3,8.9,22.0,117.7,29.0
3,39.2,21.7,63.5,17.1,14.0,77.4,43.0
4,29.3,45.4,21.0,15.9,6.0,123.0,30.0
5,27.9,33.3,42.5,6.3,0.0,84.8,33.0
6,23.0,26.4,53.5,21.6,9.0,67.9,31.0
7,24.7,9.1,43.1,22.4,5.0,110.2,24.0
8,12.6,26.0,23.3,9.2,5.0,122.1,17.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13.0,19.0,35.5,7.6,7.0,112.2,19.0
11,26.2,25.5,25.7,7.2,3.0,103.8,21.0
12,19.5,9.8,28.1,18.6,1.0,99.4,15.0
13,12.4,27.0,32.7,4.4,11.0,84.1,15.0
14,9.9,14.9,45.5,1.4,13.0,73.5,27.0
15,27.6,23.5,29.9,22.2,9.0,71.5,27.0
16,38.1,26.0,59.4,22.2,12.0,71.4,56.0
17,13.0,27.6,17.4,13.1,10.0,83.8,20.0
